Individual,figure,filename,Experiment,treatment,dpf,protocol,clutch,sample purpose,length [mm],comment
T262188,2c,iSeq058re49-TM-T188-PBAT_S50_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,8.964,re-sequenced to increase read numbers
T263189,2c,iSeq058re49-TM-T189-PBAT_S51_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.857,re-sequenced to increase read numbers
T263189,2c,iSeq058re49-TM-T189-PBAT_S51_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.857,re-sequenced to increase read numbers
T264190,2c,iSeq058re49-TM-T190-PBAT_S52_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.421,re-sequenced to increase read numbers
T264190,2c,iSeq058re49-TM-T190-PBAT_S52_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.421,re-sequenced to increase read numbers
T265191,2c,iSeq058re49-TM-T191-PBAT_S53_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.899,re-sequenced to increase read numbers
T265191,2c,iSeq058re49-TM-T191-PBAT_S53_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.899,re-sequenced to increase read numbers
T266192,2c,iSeq058re49-TM-T192-PBAT_S54_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.658,re-sequenced to increase read numbers
T266192,2c,iSeq058re49-TM-T192-PBAT_S54_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.658,re-sequenced to increase read numbers
T267193,2c,iSeq058re49-TM-T193-PBAT_S55_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.734,re-sequenced to increase read numbers
T267193,2c,iSeq058re49-TM-T193-PBAT_S55_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.734,re-sequenced to increase read numbers
T268194,2c,iSeq058re49-TM-T194-PBAT_S56_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,8.766,re-sequenced to increase read numbers
T268194,2c,iSeq058re49-TM-T194-PBAT_S56_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,8.766,re-sequenced to increase read numbers
T269195,2c,iSeq058re49-TM-T195-PBAT_S57_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.982,re-sequenced to increase read numbers
T269195,2c,iSeq058re49-TM-T195-PBAT_S57_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.982,re-sequenced to increase read numbers
T270196,2c,iSeq058re49-TM-T196-PBAT_S58_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.653,re-sequenced to increase read numbers
T270196,2c,iSeq058re49-TM-T196-PBAT_S58_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,9.653,re-sequenced to increase read numbers
T271197,2c,iSeq058re49-TM-T197-PBAT_S59_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,8.093,re-sequenced to increase read numbers
T271197,2c,iSeq058re49-TM-T197-PBAT_S59_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,8.093,re-sequenced to increase read numbers
T272198,2c,iSeq058re49-TM-T198-PBAT_S60_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.174,re-sequenced to increase read numbers
T272198,2c,iSeq058re49-TM-T198-PBAT_S60_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.174,re-sequenced to increase read numbers
T273199,2c,iSeq058re49-TM-T199-PBAT_S61_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,7.23,re-sequenced to increase read numbers
T273199,2c,iSeq058re49-TM-T199-PBAT_S61_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,7.23,re-sequenced to increase read numbers
T274200,2c,iSeq058re49-TM-T200-PBAT_S62_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,7.629,re-sequenced to increase read numbers
T274200,2c,iSeq058re49-TM-T200-PBAT_S62_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,7.629,re-sequenced to increase read numbers
T275201,2c,iSeq058re49-TM-T201-PBAT_S63_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.438,re-sequenced to increase read numbers
T275201,2c,iSeq058re49-TM-T201-PBAT_S63_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.438,re-sequenced to increase read numbers
T276202,2c,iSeq058re49-TM-T202-PBAT_S64_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.297,re-sequenced to increase read numbers
T276202,2c,iSeq058re49-TM-T202-PBAT_S64_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.297,re-sequenced to increase read numbers
T277203,2c,iSeq058re49-TM-T203-PBAT_S65_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.344,re-sequenced to increase read numbers
T277203,2c,iSeq058re49-TM-T203-PBAT_S65_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.344,re-sequenced to increase read numbers
T278204,2c,iSeq058re49-TM-T204-PBAT_S66_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.924,re-sequenced to increase read numbers
T278204,2c,iSeq058re49-TM-T204-PBAT_S66_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.924,re-sequenced to increase read numbers
T279205,2c,iSeq058re49-TM-T205-PBAT_S67_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.186,re-sequenced to increase read numbers
T279205,2c,iSeq058re49-TM-T205-PBAT_S67_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.186,re-sequenced to increase read numbers
T280206,2c,iSeq058re49-TM-T206-PBAT_S68_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.739,re-sequenced to increase read numbers
T280206,2c,iSeq058re49-TM-T206-PBAT_S68_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.739,re-sequenced to increase read numbers
T281207,2c,iSeq058re49-TM-T207-PBAT_S69_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.295,re-sequenced to increase read numbers
T281207,2c,iSeq058re49-TM-T207-PBAT_S69_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.295,re-sequenced to increase read numbers
T282208,2c,iSeq058re49-TM-T208-PBAT_S70_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.503,re-sequenced to increase read numbers
T282208,2c,iSeq058re49-TM-T208-PBAT_S70_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.503,re-sequenced to increase read numbers
T283209,2c,iSeq058re49-TM-T209-PBAT_S71_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.01,re-sequenced to increase read numbers
T283209,2c,iSeq058re49-TM-T209-PBAT_S71_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.01,re-sequenced to increase read numbers
T284210,2c,iSeq058re49-TM-T210-PBAT_S72_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.127,re-sequenced to increase read numbers
T284210,2c,iSeq058re49-TM-T210-PBAT_S72_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.127,re-sequenced to increase read numbers
T285211,2c,iSeq058re49-TM-T211-PBAT_S73_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.201,re-sequenced to increase read numbers
T285211,2c,iSeq058re49-TM-T211-PBAT_S73_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.201,re-sequenced to increase read numbers
T286212,2c,iSeq058re49-TM-T212-PBAT_S74_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.203,re-sequenced to increase read numbers
T286212,2c,iSeq058re49-TM-T212-PBAT_S74_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.203,re-sequenced to increase read numbers
